Freq [GHz],"dB(S(1,1))","dB(S(2,2))","dB(S(3,3))","dB(S(4,4))"
9.66,-15.04239649,-13.1132297,-13.04679579,-13.60151178
9.67,-15.06417606,-13.10749729,-13.04781316,-13.58601611
9.68,-15.0848159,-13.10337032,-13.04987784,-13.57168118
9.69,-15.10422199,-13.10089594,-13.05298059,-13.55857062
9.7,-15.12229711,-13.10012228,-13.05709856,-13.54674871
9.71,-15.13894153,-13.10109844,-13.06219555,-13.53628007
9.72,-15.15405388,-13.10387427,-13.06822238,-13.52722935
9.73,-15.16753213,-13.10850022,-13.07511741,-13.51966079
9.74,-15.17927469,-13.11502708,-13.0828073,-13.5136377
9.75,-15.18918159,-13.12350558,-13.09120783,-13.50922187
9.76,-15.19715586,-13.13398594,-13.10022488,-13.50647286
9.77,-15.20310485,-13.14651732,-13.10975553,-13.50544722
9.78,-15.20694171,-13.16114707,-13.11968929,-13.50619752
9.79,-15.20858691,-13.17791995,-13.12990934,-13.50877134
9.8,-15.2079697,-13.1968771,-13.14029386,-13.51321009
9.81,-15.20502954,-13.21805488,-13.15071745,-13.51954774
9.82,-15.19971756,-13.24148353,-13.16105245,-13.52780941
9.83,-15.19199776,-13.26718563,-13.17117037,-13.53800987
9.84,-15.1818482,-13.29517436,-13.18094319,-13.55015187
9.85,-15.16926186,-13.32545153,-13.19024466,-13.56422455
9.86,-15.15424743,-13.35800546,-13.19895153,-13.58020158
9.87,-15.13682969,-13.39280859,-13.20694467,-13.59803948
9.88,-15.11704977,-13.429815,-13.21411012,-13.61767578
9.89,-15.09496498,-13.46895768,-13.22033997,-13.63902743
9.9,-15.07064843,-13.51014585,-13.22553322,-13.66198914
9.91,-15.04418836,-13.55326215,-13.2295964,-13.68643205
9.92,-15.01568713,-13.59815993,-13.23244413,-13.71220263
9.93,-14.98526005,-13.64466077,-13.23399955,-13.73912185
9.94,-14.95303391,-13.69255223,-13.23419461,-13.76698486
9.95,-14.91914537,-13.74158621,-13.23297019,-13.79556112
9.96,-14.8837392,-13.79147784,-13.23027622,-13.82459506
9.97,-14.84696644,-13.84190526,-13.22607157,-13.85380748
9.98,-14.80898251,-13.89251053,-13.22032393,-13.88289752
9.99,-14.7699453,-13.9429016,-13.21300953,-13.91154541
10,-14.73001335,-13.9926558,-13.20411288,-13.93941592
10.01,-14.68934411,-14.04132476,-13.19362631,-13.96616244
10.02,-14.64809224,-14.08844089,-13.18154963,-13.99143182
10.03,-14.6064082,-14.13352533,-13.16788956,-14.01486957
10.04,-14.56443687,-14.17609727,-13.15265928,-14.03612557
10.05,-14.52231645,-14.21568442,-13.13587789,-14.05486
10.06,-14.48017749,-14.25183415,-13.11756987,-14.0707493
10.07,-14.43814214,-14.28412496,-13.09776451,-14.08349198
10.08,-14.3963236,-14.31217769,-13.07649541,-14.09281406
10.09,-14.35482571,-14.3356659,-13.05379996,-14.09847403
10.1,-14.31374273,-14.35432487,-13.02971877,-14.10026694
10.11,-14.27315931,-14.36795868,-13.00429524,-14.09802773
10.12,-14.23315051,-14.37644497,-12.9775751,-14.09163348
10.13,-14.19378203,-14.37973719,-12.94960593,-14.08100459
10.14,-14.15511049,-14.37786415,-12.9204368,-14.066105
10.15,-14.11718377,-14.37092698,-12.89011788,-14.04694121
10.16,-14.08004152,-14.35909383,-12.85870009,-14.02356048
10.17,-14.0437156,-14.34259254,-12.82623483,-13.99604816
10.18,-14.00823059,-14.32170191,-12.79277367,-13.96452429
10.19,-13.97360442,-14.29674202,-12.75836813,-13.92913976
10.2,-13.93984883,-14.26806412,-12.72306943,-13.89007209
10.21,-13.90697002,-14.23604056,-12.68692836,-13.84752103
10.22,-13.87496913,-14.20105533,-12.6499951,-13.80170416
10.23,-13.84384286,-14.16349528,-12.61231907,-13.75285263
10.24,-13.8135839,-14.12374253,-12.57394886,-13.70120708
10.25,-13.78418152,-14.08216795,-12.5349321,-13.64701393
10.26,-13.75562197,-14.03912598,-12.49531545,-13.59052203
10.27,-13.72788896,-13.99495062,-12.45514452,-13.53197977
10.28,-13.70096406,-13.94995258,-12.41446386,-13.47163256
10.29,-13.6748271,-13.90441746,-12.37331694,-13.40972082
10.3,-13.6494565,-13.85860486,-12.33174614,-13.34647832
10.31,-13.62482959,-13.81274819,-12.28979279,-13.28213097
10.32,-13.60092294,-13.76705513,-12.24749719,-13.21689592
10.33,-13.57771256,-13.72170855,-12.20489863,-13.15098101
10.34,-13.55517423,-13.67686778,-12.16203544,-13.08458444
10.35,-13.53328362,-13.63267011,-12.11894507,-13.0178947
10.36,-13.51201654,-13.58923248,-12.0756641,-12.9510907
10.37,-13.49134909,-13.54665317,-12.03222833,-12.884342
10.38,-13.4712578,-13.5050136,-11.98867285,-12.81780917
10.39,-13.45171979,-13.46438002,-11.94503211,-12.75164425
10.4,-13.43271283,-13.42480519,-11.90133999,-12.68599122
10.41,-13.41421547,-13.38632993,-11.85762989,-12.62098655
10.42,-13.39620714,-13.3489846,-11.81393478,-12.55675966
10.43,-13.37866816,-13.31279047,-11.77028732,-12.49343349
10.44,-13.36157983,-13.27776092,-11.72671994,-12.43112493
10.45,-13.34492449,-13.2439026,-11.68326487,-12.36994531
10.46,-13.3286855,-13.21121641,-11.63995429,-12.31000074
10.47,-13.3128473,-13.17969844,-11.59682038,-12.25139252
10.48,-13.29739543,-13.14934073,-11.55389541,-12.19421737
10.49,-13.28231649,-13.12013202,-11.51121183,-12.13856771
10.5,-13.26759817,-13.09205832,-11.46880232,-12.08453177
10.51,-13.25322925,-13.06510352,-11.4266999,-12.03219375
10.52,-13.23919953,-13.03924977,-11.384938,-11.98163387
10.53,-13.22549986,-13.01447799,-11.34355053,-11.93292831
10.54,-13.21212208,-12.99076812,-11.30257196,-11.88614921
10.55,-13.19905895,-12.9680995,-11.26203737,-11.84136457
10.56,-13.1863042,-12.94645105,-11.22198253,-11.79863807
10.57,-13.17385236,-12.92580154,-11.18244396,-11.75802891
10.58,-13.16169881,-12.90612973,-11.14345897,-11.71959163
10.59,-13.14983965,-12.8874145,-11.10506575,-11.68337585
10.6,-13.13827165,-12.86963502,-11.06730335,-11.64942607
10.61,-13.12699222,-12.85277079,-11.03021179,-11.61778142
10.62,-13.11599927,-12.83680172,-10.99383204,-11.58847542
10.63,-13.1052912,-12.8217082,-10.95820605,-11.56153577
10.64,-13.09486677,-12.80747111,-10.9233768,-11.53698417
10.65,-13.08472503,-12.79407186,-10.88938827,-11.51483611
10.66,-13.07486525,-12.78149236,-10.85628543,-11.49510079
10.67,-13.06528679,-12.76971506,-10.82411425,-11.47778096
10.68,-13.05598908,-12.75872291,-10.79292167,-11.46287297
10.69,-13.04697146,-12.74849932,-10.76275554,-11.45036668
10.7,-13.03823312,-12.73902814,-10.73366458,-11.44024558
10.71,-13.02977301,-12.73029366,-10.70569831,-11.43248687
10.72,-13.02158974,-12.72228048,-10.67890696,-11.42706168
10.73,-13.01368151,-12.71497352,-10.65334141,-11.4239352
10.74,-13.006046,-12.70835796,-10.62905301,-11.42306706
10.75,-12.9986803,-12.70241913,-10.6060935,-11.42441157
10.76,-12.99158084,-12.69714251,-10.58451484,-11.42791812
10.77,-12.98474328,-12.69251361,-10.56436906,-11.4335316
10.78,-12.97816249,-12.68851792,-10.54570807,-11.44119276
10.79,-12.97183243,-12.68514083,-10.52858344,-11.45083877
10.8,-12.96574616,-12.68236758,-10.51304621,-11.46240359
10.81,-12.9598957,-12.68018312,-10.49914665,-11.47581854
10.82,-12.95427206,-12.6785721,-10.48693399,-11.49101272
10.83,-12.94886518,-12.67751878,-10.4764562,-11.50791352
10.84,-12.94366386,-12.67700691,-10.46775964,-11.52644711
10.85,-12.93865582,-12.67701972,-10.46088885,-11.54653883
10.86,-12.93382759,-12.6775398,-10.45588619,-11.56811367
10.87,-12.92916458,-12.67854904,-10.45279155,-11.59109665
10.88,-12.92465105,-12.6800286,-10.45164206,-11.61541319
10.89,-12.92027014,-12.68195878,-10.45247174,-11.64098943
10.9,-12.91600385,-12.68431906,-10.45531118,-11.66775254
10.91,-12.91183311,-12.68708795,-10.46018728,-11.69563098
10.92,-12.90773779,-12.69024303,-10.46712288,-11.72455468
10.93,-12.90369678,-12.69376085,-10.4761365,-11.75445527
10.94,-12.89968797,-12.69761695,-10.48724207,-11.78526619
10.95,-12.89568838,-12.70178583,-10.50044861,-11.81692279
10.96,-12.89167418,-12.70624093,-10.51576008,-11.84936241
10.97,-12.88762076,-12.71095462,-10.53317505,-11.88252442
10.98,-12.88350282,-12.71589825,-10.55268662,-11.91635023
10.99,-12.87929442,-12.72104214,-10.57428218,-11.95078326
11,-12.87496911,-12.72635561,-10.59794333,-11.98576891
11.01,-12.87049993,-12.73180704,-10.62364576,-12.02125452
11.02,-12.86585957,-12.73736392,-10.65135923,-12.05718925
11.03,-12.86102043,-12.7429929,-10.68104756,-12.09352405
11.04,-12.85595468,-12.74865986,-10.71266862,-12.13021149
11.05,-12.85063439,-12.75433004,-10.74617444,-12.16720577
11.06,-12.84503158,-12.75996805,-10.78151132,-12.20446248
11.07,-12.83911831,-12.76553804,-10.81861996,-12.2419386
11.08,-12.83286676,-12.77100377,-10.85743568,-12.27959235
11.09,-12.82624933,-12.77632876,-10.89788865,-12.31738309
11.1,-12.81923868,-12.78147636,-10.93990413,-12.35527123
11.11,-12.81180784,-12.78640989,-10.9834028,-12.39321814
11.12,-12.80393023,-12.7910928,-11.02830109,-12.43118605
11.13,-12.79557979,-12.79548877,-11.07451151,-12.46913804
11.14,-12.78673102,-12.79956183,-11.12194309,-12.50703788
11.15,-12.77735906,-12.80327651,-11.17050172,-12.54485008
11.16,-12.7674398,-12.80659796,-11.2200906,-12.58253976
11.17,-12.75694998,-12.80949207,-11.27061068,-12.62007269
11.18,-12.74586734,-12.81192563,-11.3219611,-12.65741521
11.19,-12.73417085,-12.81386638,-11.3740396,-12.69453427
11.2,-12.72184101,-12.81528317,-11.42674301,-12.73139739
11.21,-12.7088603,-12.81614605,-11.47996766,-12.76797269
11.22,-12.69521382,-12.81642639,-11.53360984,-12.80422891
11.23,-12.68089032,-12.81609692,-11.5875662,-12.84013538
11.24,-12.66588361,-12.81513188,-11.64173419,-12.87566214
11.25,-12.65019472,-12.81350702,-11.69601245,-12.91077989
11.26,-12.6338349,-12.81119974,-11.75030116,-12.94546007
11.27,-12.61683003,-12.80818906,-11.80450244,-12.9796749
11.28,-12.59922642,-12.80445576,-11.85852068,-13.01339739
11.29,-12.58109845,-12.79998233,-11.91226283,-13.04660146
11.3,-12.56255734,-12.79475306,-11.96563871,-13.07926191
11.31,-12.54375956,-12.78875403,-12.01856127,-13.11135451
11.32,-12.52491068,-12.78197312,-12.07094681,-13.14285601
11.33,-12.50625749,-12.77440001,-12.12271523,-13.17374424
11.34,-12.48805829,-12.7660262,-12.17379016,-13.20399809
11.35,-12.47052377,-12.75684495,-12.22409918,-13.2335976
11.36,-12.45373382,-12.7468513,-12.27357389,-13.26252395
11.37,-12.43756034,-12.73604203,-12.32215004,-13.29075952
11.38,-12.42164522,-12.7244156,-12.36976762,-13.31828792
11.39,-12.40546779,-12.71197218,-12.41637089,-13.34509397
11.4,-12.38848192,-12.6987135,-12.46190844,-13.37116376
11.41,-12.37025383,-12.68464292,-12.50633316,-13.39648467
11.42,-12.35053642,-12.66976529,-12.54960226,-13.42104533
11.43,-12.32926651,-12.65408692,-12.59167723,-13.44483564
11.44,-12.30651422,-12.63761554,-12.63252376,-13.46784679
11.45,-12.28242235,-12.62036023,-12.67211172,-13.49007123
11.46,-12.2571584,-12.60233134,-12.71041502,-13.51150265
11.47,-12.23088528,-12.58354044,-12.74741157,-13.532136
11.48,-12.20374747,-12.56400026,-12.7830831,-13.55196741
11.49,-12.17586684,-12.54372462,-12.8174151,-13.57099421
11.5,-12.14734371,-12.52272834,-12.85039664,-13.58921489
11.51,-12.11825989,-12.50102723,-12.88202026,-13.60662905
11.52,-12.0886823,-12.47863795,-12.91228179,-13.6232374
11.53,-12.05866626,-12.455578,-12.9411802,-13.63904166
11.54,-12.02825827,-12.43186563,-12.96871749,-13.65404459
11.55,-11.99749814,-12.40751979,-12.99489843,-13.6682499
11.56,-11.96642074,-12.38256005,-13.01973049,-13.68166222
11.57,-11.93505723,-12.35700654,-13.04322361,-13.69428703
11.58,-11.90343596,-12.33087989,-13.06539006,-13.70613066
11.59,-11.87158321,-12.3042012,-13.08624428,-13.71720021
11.6,-11.83952366,-12.27699191,-13.10580267,-13.72750349
11.61,-11.80728074,-12.24927384,-13.1240835,-13.73704901
11.62,-11.77487689,-12.22106905,-13.14110669,-13.74584589
11.63,-11.74233377,-12.19239982,-13.15689367,-13.75390383
11.64,-11.70967232,-12.16328862,-13.17146726,-13.76123309
11.65,-11.67691294,-12.13375804,-13.18485148,-13.76784438
11.66,-11.64407545,-12.10383071,-13.19707144,-13.77374886
11.67,-11.6111792,-12.07352933,-13.20815318,-13.77895811
11.68,-11.57824306,-12.04287657,-13.21812358,-13.78348402
11.69,-11.54528543,-12.01189503,-13.22701018,-13.78733883
11.7,-11.51232425,-11.98060723,-13.23484112,-13.79053501
11.71,-11.47937699,-11.94903556,-13.24164499,-13.79308529
11.72,-11.44646065,-11.91720223,-13.24745075,-13.79500259
11.73,-11.41359178,-11.88512925,-13.25228759,-13.79629996
11.74,-11.38078641,-11.85283841,-13.25618492,-13.7969906
11.75,-11.34806011,-11.82035122,-13.25917218,-13.79708779
11.76,-11.31542794,-11.78768891,-13.26127884,-13.79660488
11.77,-11.28290445,-11.7548724,-13.2625343,-13.79555524
11.78,-11.25050369,-11.72192227,-13.26296782,-13.79395226
11.79,-11.21823919,-11.68885872,-13.26260844,-13.7918093
11.8,-11.18612395,-11.65570158,-13.26148497,-13.78913969
11.81,-11.15417048,-11.6224703,-13.25962589,-13.78595668
11.82,-11.12239072,-11.58918389,-13.25705932,-13.78227344
11.83,-11.09079611,-11.55586094,-13.253813,-13.77810306
11.84,-11.05939759,-11.52251957,-13.24991422,-13.7734585
11.85,-11.02820554,-11.48917748,-13.24538979,-13.76835258
11.86,-10.99722984,-11.45585189,-13.24026604,-13.76279797
11.87,-10.96647987,-11.42255952,-13.23456877,-13.7568072
11.88,-10.93596448,-11.38931664,-13.22832322,-13.75039263
11.89,-10.90569203,-11.356139,-13.22155407,-13.74356642
11.9,-10.87567038,-11.32304188,-13.21428544,-13.73634057
11.91,-10.84590693,-11.29004004,-13.20654083,-13.72872686
11.92,-10.81640856,-11.25714774,-13.19834314,-13.72073688
11.93,-10.78718172,-11.22437875,-13.18971468,-13.71238203
11.94,-10.75823238,-11.19174632,-13.18067712,-13.70367347
11.95,-10.72956608,-11.15926321,-13.17125153,-13.69462216
11.96,-10.7011879,-11.12694166,-13.16145836,-13.68523885
11.97,-10.67310251,-11.09479342,-13.15131742,-13.67553406
11.98,-10.64531416,-11.06282974,-13.14084792,-13.6655181
11.99,-10.61782671,-11.03106139,-13.13006848,-13.65520106
12,-10.59064363,-10.99949862,-13.11899707,-13.64459279
12.01,-10.56376798,-10.96815124,-13.1076511,-13.63370295
12.02,-10.53720249,-10.93702854,-13.09604736,-13.62254097
12.03,-10.51094953,-10.90613936,-13.08420208,-13.61111604
12.04,-10.48501112,-10.87549209,-13.07213088,-13.59943717
12.05,-10.45938896,-10.84509463,-13.05984886,-13.58751315
12.06,-10.43408443,-10.81495447,-13.04737053,-13.57535253
12.07,-10.40909861,-10.78507862,-13.03470987,-13.56296369
12.08,-10.38443228,-10.75547371,-13.02188033,-13.55035479
12.09,-10.36008595,-10.72614589,-13.00889485,-13.53753379
12.1,-10.33605988,-10.69710095,-12.99576585,-13.52450845
12.11,-10.31235404,-10.66834425,-12.98250525,-13.51128634
12.12,-10.28896818,-10.63988076,-12.9691245,-13.49787485
12.13,-10.26590182,-10.61171507,-12.95563459,-13.48428117
12.14,-10.24315424,-10.58385142,-12.94204602,-13.47051231
12.15,-10.22072454,-10.55629365,-12.92836888,-13.45657511
12.16,-10.1986116,-10.52904528,-12.91461282,-13.44247625
12.17,-10.17681413,-10.50210947,-12.90078707,-13.42822221
12.18,-10.15533063,-10.47548906,-12.88690045,-13.41381933
12.19,-10.13415947,-10.44918657,-12.8729614,-13.39927378
12.2,-10.11329885,-10.42320422,-12.85897796,-13.38459158
12.21,-10.09274681,-10.39754391,-12.84495784,-13.36977861
12.22,-10.07250126,-10.37220727,-12.83090835,-13.35484057
12.23,-10.05255999,-10.34719565,-12.8168365,-13.33978306
12.24,-10.03292066,-10.32251013,-12.80274893,-13.3246115
12.25,-10.01358081,-10.29815153,-12.78865199,-13.30933121
12.26,-9.994537879,-10.27412044,-12.77455171,-13.29394736
12.27,-9.975789219,-10.2504172,-12.76045382,-13.278465
12.28,-9.957332083,-10.22704191,-12.74636376,-13.26288906
12.29,-9.939163642,-10.20399449,-12.73228672,-13.24722435
12.3,-9.921280995,-10.18127461,-12.7182276,-13.23147557
12.31,-9.903681169,-10.15888178,-12.70419104,-13.21564729
12.32,-9.886361131,-10.13681529,-12.69018146,-13.19974399
12.33,-9.869317789,-10.11507428,-12.67620303,-13.18377006
12.34,-9.852548003,-10.09365768,-12.66225969,-13.16772974
12.35,-9.836048587,-10.07256429,-12.64835517,-13.15162723
12.36,-9.819816315,-10.05179275,-12.63449298,-13.1354666
12.37,-9.803847926,-10.03134155,-12.62067644,-13.11925184
12.38,-9.78814013,-10.01120902,-12.60690868,-13.10298685
12.39,-9.772689613,-9.991393401,-12.59319264,-13.08667544
12.4,-9.757493038,-9.971892779,-12.57953108,-13.07032135
12.41,-9.742547054,-9.952705134,-12.56592661,-13.05392821
12.42,-9.727848295,-9.933828339,-12.55238164,-13.03749961
12.43,-9.713393388,-9.915260161,-12.53889846,-13.02103905
12.44,-9.699178954,-9.896998274,-12.52547921,-13.00454994
12.45,-9.685201612,-9.879040261,-12.51212586,-12.98803563
12.46,-9.671457982,-9.861383624,-12.49884027,-12.97149942
12.47,-9.657944689,-9.844025787,-12.48562417,-12.95494451
12.48,-9.644658366,-9.826964101,-12.47247916,-12.93837406
12.49,-9.631595653,-9.810195855,-12.45940671,-12.92179115
12.5,-9.618753204,-9.793718273,-12.44640819,-12.90519881
12.51,-9.606127687,-9.777528527,-12.43348487,-12.88859999
12.52,-9.593715787,-9.761623739,-12.4206379,-12.87199761
12.53,-9.581514209,-9.746000982,-12.40786834,-12.85539451
12.54,-9.569519675,-9.730657291,-12.39517716,-12.83879348
12.55,-9.557728934,-9.715589662,-12.38256524,-12.82219726
12.56,-9.546138755,-9.700795062,-12.37003337,-12.80560854
12.57,-9.534745935,-9.686270424,-12.35758226,-12.78902993
12.58,-9.523547297,-9.672012662,-12.34521254,-12.77246401
12.59,-9.512539693,-9.658018664,-12.33292479,-12.75591332
12.6,-9.501720003,-9.644285303,-12.32071949,-12.73938032
12.61,-9.49108514,-9.630809437,-12.30859707,-12.72286744
12.62,-9.480632046,-9.617587913,-12.29655789,-12.70637707
12.63,-9.470357698,-9.60461757,-12.28460226,-12.68991153
12.64,-9.460259102,-9.59189524,-12.27273044,-12.67347309
12.65,-9.450333303,-9.579417755,-12.26094261,-12.65706401
12.66,-9.440577377,-9.567181946,-12.24923891,-12.64068646
12.67,-9.430988438,-9.555184644,-12.23761946,-12.6243426
12.68,-9.421563632,-9.543422689,-12.22608429,-12.60803451
12.69,-9.412300145,-9.531892923,-12.21463342,-12.59176425
12.7,-9.403195198,-9.520592202,-12.20326681,-12.57553383
12.71,-9.394246048,-9.509517388,-12.19198439,-12.55934521
12.72,-9.38544999,-9.498665359,-12.18078606,-12.54320032
12.73,-9.376804356,-9.488033006,-12.16967167,-12.52710102
12.74,-9.368306516,-9.477617237,-12.15864105,-12.51104915
12.75,-9.359953877,-9.467414975,-12.147694,-12.4950465
12.76,-9.351743884,-9.457423166,-12.13683028,-12.47909482
12.77,-9.34367402,-9.447638771,-12.12604963,-12.4631958
12.78,-9.335741804,-9.438058777,-12.11535177,-12.44735111
12.79,-9.327944795,-9.428680192,-12.10473639,-12.43156237
12.8,-9.320280587,-9.419500047,-12.09420315,-12.41583114
12.81,-9.312746814,-9.410515398,-12.08375172,-12.40015896
12.82,-9.305341146,-9.401723326,-12.0733817,-12.38454733
12.83,-9.29806129,-9.39312094,-12.06309272,-12.36899768
12.84,-9.290904989,-9.384705375,-12.05288437,-12.35351143
12.85,-9.283870025,-9.376473793,-12.04275622,-12.33808993
12.86,-9.276954215,-9.368423385,-12.03270784,-12.32273451
12.87,-9.270155411,-9.360551372,-12.02273878,-12.30744645
12.88,-9.263471504,-9.352855003,-12.01284856,-12.29222699
12.89,-9.256900417,-9.345331558,-12.00303672,-12.27707733
12.9,-9.250440111,-9.337978348,-11.99330277,-12.26199861
12.91,-9.244088581,-9.330792712,-11.98364622,-12.24699196
12.92,-9.237843856,-9.323772023,-11.97406655,-12.23205846
12.93,-9.231703999,-9.316913684,-11.96456326,-12.21719912
12.94,-9.225667109,-9.310215129,-11.95513582,-12.20241496
12.95,-9.219731316,-9.303673825,-11.9457837,-12.18770691
12.96,-9.213894785,-9.297287269,-11.93650638,-12.1730759
12.97,-9.208155711,-9.291052993,-11.9273033,-12.15852279
12.98,-9.202512324,-9.284968558,-11.91817393,-12.14404842
12.99,-9.196962885,-9.279031558,-11.90911771,-12.12965359
13,-9.191505686,-9.273239621,-11.9001341,-12.11533905
13.01,-9.18613905,-9.267590404,-11.89122253,-12.10110552
13.02,-9.180861331,-9.262081598,-11.88238244,-12.08695367
13.03,-9.175670914,-9.256710925,-11.87361328,-12.07288415
13.04,-9.170566212,-9.25147614,-11.86491449,-12.05889756
13.05,-9.165545668,-9.246375029,-11.85628548,-12.04499447
13.06,-9.160607755,-9.24140541,-11.84772571,-12.0311754
13.07,-9.155750972,-9.236565132,-11.8392346,-12.01744086
13.08,-9.150973849,-9.231852076,-11.83081158,-12.0037913
13.09,-9.146274942,-9.227264153,-11.82245609,-11.99022714
13.1,-9.141652833,-9.222799307,-11.81416756,-11.97674878
13.11,-9.137106133,-9.218455511,-11.80594542,-11.96335655
13.12,-9.132633479,-9.214230768,-11.79778911,-11.9500508
13.13,-9.128233532,-9.210123113,-11.78969806,-11.93683179
13.14,-9.12390498,-9.20613061,-11.78167171,-11.92369979
13.15,-9.119646536,-9.202251353,-11.7737095,-11.91065501
13.16,-9.115456937,-9.198483466,-11.76581086,-11.89769765
13.17,-9.111334945,-9.1948251,-11.75797524,-11.88482788
13.18,-9.107279345,-9.191274438,-11.75020209,-11.8720458
13.19,-9.103288946,-9.187829689,-11.74249084,-11.85935153
13.2,-9.09936258,-9.184489092,-11.73484095,-11.84674514
13.21,-9.0954991,-9.181250913,-11.72725186,-11.83422667
13.22,-9.091697383,-9.178113445,-11.71972304,-11.82179613
13.23,-9.087956328,-9.175075011,-11.71225394,-11.8094535
13.24,-9.084274855,-9.172133958,-11.70484402,-11.79719876
13.25,-9.080651903,-9.169288662,-11.69749275,-11.78503182
13.26,-9.077086434,-9.166537524,-11.69019958,-11.77295261
13.27,-9.07357743,-9.16387897,-11.68296399,-11.76096101
13.28,-9.070123892,-9.161311455,-11.67578546,-11.74905687
13.29,-9.066724842,-9.158833457,-11.66866346,-11.73724004
13.3,-9.063379318,-9.156443479,-11.66159748,-11.72551034
13.31,-9.060086381,-9.154140048,-11.65458699,-11.71386754
13.32,-9.056845108,-9.151921719,-11.64763148,-11.70231143
13.33,-9.053654594,-9.149787066,-11.64073045,-11.69084176
13.34,-9.050513952,-9.147734691,-11.6338834,-11.67945826
13.35,-9.047422314,-9.145763216,-11.62708982,-11.66816065
13.36,-9.044378827,-9.143871288,-11.62034922,-11.65694861
13.37,-9.041382655,-9.142057576,-11.61366111,-11.64582183
13.38,-9.038432981,-9.140320772,-11.60702499,-11.63477996
13.39,-9.035529001,-9.138659588,-11.60044039,-11.62382265
13.4,-9.032669928,-9.13707276,-11.59390683,-11.61294953
13.41,-9.029854991,-9.135559045,-11.58742382,-11.60216021
13.42,-9.027083433,-9.134117219,-11.58099091,-11.59145429
13.43,-9.024354515,-9.13274608,-11.57460761,-11.58083135
13.44,-9.021667508,-9.131444448,-11.56827348,-11.57029097
13.45,-9.019021701,-9.13021116,-11.56198805,-11.5598327
13.46,-9.016416395,-9.129045074,-11.55575086,-11.54945609
13.47,-9.013850907,-9.127945068,-11.54956146,-11.53916068
13.48,-9.011324565,-9.126910039,-11.54341942,-11.528946
13.49,-9.008836712,-9.125938901,-11.53732429,-11.51881155
13.5,-9.006386704,-9.12503059,-11.53127562,-11.50875685
13.51,-9.003973908,-9.124184056,-11.52527299,-11.49878138
13.52,-9.001597705,-9.12339827,-11.51931597,-11.48888465
13.53,-8.999257489,-9.122672219,-11.51340414,-11.47906613
13.54,-8.996952665,-9.122004907,-11.50753706,-11.46932529
13.55,-8.994682648,-9.121395358,-11.50171433,-11.4596616
13.56,-8.992446868,-9.120842608,-11.49593553,-11.45007452
13.57,-8.990244763,-9.120345714,-11.49020025,-11.44056351
13.58,-8.988075785,-9.119903745,-11.4845081,-11.43112801
13.59,-8.985939395,-9.119515789,-11.47885866,-11.42176748
13.6,-8.983835065,-9.119180949,-11.47325154,-11.41248134
13.61,-8.981762278,-9.118898342,-11.46768636,-11.40326904
13.62,-8.979720526,-9.118667102,-11.46216271,-11.39413001
13.63,-8.977709313,-9.118486375,-11.45668022,-11.38506367
13.64,-8.975728151,-9.118355326,-11.45123851,-11.37606947
13.65,-8.973776561,-9.118273129,-11.4458372,-11.36714682
13.66,-8.971854076,-9.118238976,-11.44047592,-11.35829514
13.67,-8.969960237,-9.118252071,-11.4351543,-11.34951386
13.68,-8.968094593,-9.118311633,-11.42987197,-11.34080239
13.69,-8.966256703,-9.118416893,-11.42462857,-11.33216017
13.7,-8.964446134,-9.118567095,-11.41942375,-11.3235866
13.71,-8.962662463,-9.118761497,-11.41425715,-11.31508111
13.72,-8.960905274,-9.11899937,-11.40912842,-11.30664312
13.73,-8.959174159,-9.119279995,-11.40403722,-11.29827205
13.74,-8.957468718,-9.119602667,-11.3989832,-11.28996732
13.75,-8.95578856,-9.119966694,-11.39396603,-11.28172835
13.76,-8.954133301,-9.120371393,-11.38898536,-11.27355457
13.77,-8.952502564,-9.120816095,-11.38404088,-11.2654454
13.78,-8.95089598,-9.121300141,-11.37913224,-11.25740027
13.79,-8.949313187,-9.121822884,-11.37425913,-11.24941861
13.8,-8.947753829,-9.122383688,-11.36942122,-11.24149986
13.81,-8.94621756,-9.122981926,-11.36461819,-11.23364344
13.82,-8.944704038,-9.123616984,-11.35984974,-11.22584879
13.83,-8.943212929,-9.124288257,-11.35511555,-11.21811536
13.84,-8.941743904,-9.124995151,-11.35041531,-11.21044259
13.85,-8.940296641,-9.12573708,-11.34574871,-11.20282992
13.86,-8.938870826,-9.126513472,-11.34111547,-11.19527681
13.87,-8.93746615,-9.12732376,-11.33651527,-11.18778271
13.88,-8.936082308,-9.12816739,-11.33194783,-11.18034708
13.89,-8.934719004,-9.129043814,-11.32741285,-11.17296938
13.9,-8.933375946,-9.129952497,-11.32291004,-11.16564907
13.91,-8.932052848,-9.13089291,-11.31843912,-11.15838564
13.92,-8.93074943,-9.131864534,-11.31399981,-11.15117854
13.93,-8.929465416,-9.132866859,-11.30959183,-11.14402727
13.94,-8.928200538,-9.133899382,-11.30521489,-11.1369313
13.95,-8.92695453,-9.134961611,-11.30086874,-11.12989012
13.96,-8.925727133,-9.13605306,-11.29655309,-11.12290323
13.97,-8.924518093,-9.137173251,-11.29226768,-11.11597012
13.98,-8.92332716,-9.138321715,-11.28801224,-11.1090903
13.99,-8.92215409,-9.139497991,-11.28378652,-11.10226327
14,-8.920998643,-9.140701625,-11.27959026,-11.09548855
