Freq [GHz],S12_Simulated,S12_Measured,S13_Simulated,S13_Measured,S14_Simulated,S14_Measured
13.19,-38.10583,-35.82187,-31.70055,-28.85977,-36.44881,-27.66342
13.2,-38.20883,-35.91025,-31.71706,-28.87104,-36.4677,-27.68948
13.21,-38.31179,-35.99822,-31.73347,-28.88225,-36.48657,-27.71554
13.22,-38.4147,-36.08579,-31.74977,-28.8934,-36.50543,-27.7416
13.23,-38.51756,-36.17296,-31.76598,-28.90448,-36.52428,-27.76764
13.24,-38.62036,-36.25972,-31.78207,-28.91549,-36.54311,-27.79368
13.25,-38.72311,-36.34608,-31.79807,-28.92645,-36.56194,-27.81969
13.26,-38.82581,-36.43204,-31.81396,-28.93733,-36.58075,-27.84567
13.27,-38.92845,-36.5176,-31.82974,-28.94814,-36.59956,-27.87163
13.28,-39.03103,-36.60276,-31.84542,-28.95889,-36.61836,-27.89756
13.29,-39.13355,-36.68752,-31.861,-28.96957,-36.63715,-27.92346
13.3,-39.23601,-36.77188,-31.87647,-28.98017,-36.65594,-27.94931
13.31,-39.33841,-36.85584,-31.89183,-28.99071,-36.67472,-27.97512
13.32,-39.44074,-36.9394,-31.90709,-29.00117,-36.6935,-28.00088
13.33,-39.54301,-37.02256,-31.92224,-29.01156,-36.71227,-28.0266
13.34,-39.64521,-37.10533,-31.93729,-29.02188,-36.73105,-28.05226
13.35,-39.74734,-37.1877,-31.95223,-29.03213,-36.74981,-28.07786
13.36,-39.8494,-37.26967,-31.96706,-29.0423,-36.76858,-28.10341
13.37,-39.95139,-37.35124,-31.98179,-29.05239,-36.78734,-28.12889
13.38,-40.05331,-37.43242,-31.99641,-29.06241,-36.8061,-28.15431
13.39,-40.15514,-37.51321,-32.01093,-29.07236,-36.82486,-28.17967
13.4,-40.2569,-37.5936,-32.02534,-29.08223,-36.84362,-28.20495
13.41,-40.35858,-37.6736,-32.03964,-29.09202,-36.86237,-28.23017
13.42,-40.46018,-37.7532,-32.05383,-29.10173,-36.88113,-28.25531
13.43,-40.56169,-37.83241,-32.06792,-29.11137,-36.89988,-28.28037
13.44,-40.66312,-37.91123,-32.08191,-29.12094,-36.91863,-28.30536
13.45,-40.76445,-37.98966,-32.09578,-29.13042,-36.93738,-28.33026
13.46,-40.8657,-38.06769,-32.10955,-29.13982,-36.95613,-28.35508
13.47,-40.96685,-38.14534,-32.12322,-29.14915,-36.97488,-28.37982
13.48,-41.0679,-38.22259,-32.13677,-29.1584,-36.99362,-28.40448
13.49,-41.16886,-38.29946,-32.15023,-29.16757,-37.01236,-28.42905
13.5,-41.26971,-38.37593,-32.16357,-29.17667,-37.0311,-28.45352
13.51,-41.37045,-38.45202,-32.17681,-29.18568,-37.04984,-28.47791
13.52,-41.47109,-38.52772,-32.18995,-29.19461,-37.06858,-28.50221
13.53,-41.57161,-38.60303,-32.20298,-29.20347,-37.08731,-28.52641
13.54,-41.67202,-38.67796,-32.2159,-29.21224,-37.10604,-28.55052
13.55,-41.77231,-38.7525,-32.22872,-29.22094,-37.12477,-28.57453
13.56,-41.87248,-38.82665,-32.24144,-29.22956,-37.14349,-28.59845
13.57,-41.97252,-38.90041,-32.25405,-29.2381,-37.16221,-28.62227
13.58,-42.07243,-38.9738,-32.26656,-29.24656,-37.18092,-28.64599
13.59,-42.1722,-39.04679,-32.27896,-29.25494,-37.19963,-28.66961
13.6,-42.27184,-39.11941,-32.29126,-29.26324,-37.21833,-28.69312
13.61,-42.37133,-39.19163,-32.30345,-29.27146,-37.23703,-28.71654
13.62,-42.47068,-39.26348,-32.31555,-29.2796,-37.25572,-28.73985
13.63,-42.56987,-39.33494,-32.32754,-29.28767,-37.2744,-28.76306
13.64,-42.66891,-39.40602,-32.33942,-29.29565,-37.29308,-28.78617
13.65,-42.76778,-39.47672,-32.35121,-29.30356,-37.31175,-28.80917
13.66,-42.86649,-39.54703,-32.36289,-29.31138,-37.33041,-28.83206
13.67,-42.96502,-39.61697,-32.37447,-29.31913,-37.34907,-28.85485
13.68,-43.06338,-39.68652,-32.38595,-29.3268,-37.36771,-28.87753
13.69,-43.16155,-39.75569,-32.39733,-29.33439,-37.38635,-28.90011
13.7,-43.25953,-39.82448,-32.40861,-29.3419,-37.40497,-28.92257
13.71,-43.35731,-39.89289,-32.41979,-29.34934,-37.42359,-28.94493
13.72,-43.45488,-39.96093,-32.43087,-29.3567,-37.4422,-28.96718
13.73,-43.55225,-40.02858,-32.44185,-29.36398,-37.46079,-28.98932
13.74,-43.6494,-40.09585,-32.45273,-29.37118,-37.47937,-29.01134
13.75,-43.74632,-40.16275,-32.46351,-29.3783,-37.49795,-29.03326
13.76,-43.84302,-40.22927,-32.47419,-29.38535,-37.5165,-29.05507
13.77,-43.93947,-40.29541,-32.48478,-29.39232,-37.53505,-29.07677
13.78,-44.03567,-40.36117,-32.49526,-29.39922,-37.55358,-29.09836
13.79,-44.13162,-40.42655,-32.50566,-29.40604,-37.5721,-29.11983
13.8,-44.2273,-40.49156,-32.51595,-29.41278,-37.5906,-29.1412
13.81,-44.32272,-40.55619,-32.52615,-29.41945,-37.60909,-29.16245
13.82,-44.41784,-40.62045,-32.53625,-29.42604,-37.62757,-29.18359
13.83,-44.51268,-40.68432,-32.54625,-29.43256,-37.64602,-29.20462
13.84,-44.60722,-40.74783,-32.55616,-29.439,-37.66446,-29.22554
13.85,-44.70144,-40.81095,-32.56598,-29.44537,-37.68289,-29.24634
13.86,-44.79534,-40.8737,-32.5757,-29.45166,-37.7013,-29.26704
13.87,-44.88892,-40.93608,-32.58532,-29.45788,-37.71969,-29.28762
13.88,-44.98215,-40.99808,-32.59486,-29.46403,-37.73806,-29.30809
13.89,-45.07502,-41.05971,-32.6043,-29.4701,-37.75641,-29.32845
13.9,-45.16754,-41.12096,-32.61365,-29.4761,-37.77475,-29.34869
13.91,-45.25967,-41.18184,-32.6229,-29.48203,-37.79306,-29.36883
13.92,-45.35142,-41.24235,-32.63207,-29.48788,-37.81135,-29.38885
13.93,-45.44277,-41.30248,-32.64114,-29.49367,-37.82963,-29.40876
13.94,-45.53371,-41.36224,-32.65012,-29.49938,-37.84788,-29.42856
13.95,-45.62422,-41.42163,-32.65901,-29.50502,-37.86611,-29.44825
13.96,-45.7143,-41.48064,-32.66781,-29.51059,-37.88432,-29.46783
13.97,-45.80392,-41.53928,-32.67653,-29.51609,-37.90251,-29.4873
13.98,-45.89308,-41.59755,-32.68515,-29.52152,-37.92068,-29.50665
13.99,-45.98176,-41.65545,-32.69368,-29.52688,-37.93882,-29.5259
14,-46.06994,-41.71297,-32.70213,-29.53217,-37.95694,-29.54503
