Freq [GHz],S12,S13,S14,S23,S24,S34
13,-36.14114,-31.36834,-36.08397,-34.0227,-31.41106,-34.50216
13.01,-36.24482,-31.38665,-36.10363,-34.09186,-31.43612,-34.4919
13.02,-36.34849,-31.40488,-36.12321,-34.16085,-31.46094,-34.48171
13.03,-36.45212,-31.42302,-36.14272,-34.22967,-31.48552,-34.4716
13.04,-36.55573,-31.44107,-36.16217,-34.29831,-31.50988,-34.46157
13.05,-36.65932,-31.45904,-36.18156,-34.36679,-31.534,-34.45161
13.06,-36.76287,-31.47691,-36.2009,-34.43509,-31.55789,-34.44174
13.07,-36.8664,-31.49469,-36.22019,-34.50321,-31.58155,-34.43195
13.08,-36.96989,-31.51237,-36.23943,-34.57117,-31.60498,-34.42223
13.09,-37.07335,-31.52997,-36.25863,-34.63895,-31.62818,-34.4126
13.1,-37.17678,-31.54746,-36.27778,-34.70656,-31.65116,-34.40305
13.11,-37.28016,-31.56487,-36.2969,-34.77399,-31.67391,-34.39359
13.12,-37.38352,-31.58217,-36.31599,-34.84126,-31.69644,-34.3842
13.13,-37.48683,-31.59938,-36.33504,-34.90834,-31.71875,-34.3749
13.14,-37.5901,-31.61649,-36.35406,-34.97526,-31.74084,-34.36569
13.15,-37.69334,-31.6335,-36.37306,-35.042,-31.76271,-34.35655
13.16,-37.79652,-31.65042,-36.39203,-35.10857,-31.78436,-34.3475
13.17,-37.89967,-31.66723,-36.41097,-35.17496,-31.80579,-34.33853
13.18,-38.00277,-31.68394,-36.4299,-35.24118,-31.82701,-34.32964
13.19,-38.10583,-31.70055,-36.44881,-35.30723,-31.84802,-34.32083
13.2,-38.20883,-31.71706,-36.4677,-35.3731,-31.86881,-34.31211
13.21,-38.31179,-31.73347,-36.48657,-35.4388,-31.88939,-34.30346
13.22,-38.4147,-31.74977,-36.50543,-35.50433,-31.90977,-34.29489
13.23,-38.51756,-31.76598,-36.52428,-35.56969,-31.92993,-34.28641
13.24,-38.62036,-31.78207,-36.54311,-35.63487,-31.94989,-34.278
13.25,-38.72311,-31.79807,-36.56194,-35.69988,-31.96965,-34.26967
13.26,-38.82581,-31.81396,-36.58075,-35.76472,-31.9892,-34.26142
13.27,-38.92845,-31.82974,-36.59956,-35.82939,-32.00855,-34.25324
13.28,-39.03103,-31.84542,-36.61836,-35.89389,-32.0277,-34.24514
13.29,-39.13355,-31.861,-36.63715,-35.95822,-32.04665,-34.23712
13.3,-39.23601,-31.87647,-36.65594,-36.02238,-32.06541,-34.22917
13.31,-39.33841,-31.89183,-36.67472,-36.08636,-32.08397,-34.22129
13.32,-39.44074,-31.90709,-36.6935,-36.15018,-32.10233,-34.21348
13.33,-39.54301,-31.92224,-36.71227,-36.21383,-32.12051,-34.20575
13.34,-39.64521,-31.93729,-36.73105,-36.27731,-32.13849,-34.19808
13.35,-39.74734,-31.95223,-36.74981,-36.34063,-32.15629,-34.19048
13.36,-39.8494,-31.96706,-36.76858,-36.40377,-32.1739,-34.18296
13.37,-39.95139,-31.98179,-36.78734,-36.46675,-32.19132,-34.1755
13.38,-40.05331,-31.99641,-36.8061,-36.52956,-32.20856,-34.1681
13.39,-40.15514,-32.01093,-36.82486,-36.59221,-32.22561,-34.16077
13.4,-40.2569,-32.02534,-36.84362,-36.65469,-32.24249,-34.15351
13.41,-40.35858,-32.03964,-36.86237,-36.717,-32.25918,-34.14631
13.42,-40.46018,-32.05383,-36.88113,-36.77915,-32.2757,-34.13917
13.43,-40.56169,-32.06792,-36.89988,-36.84113,-32.29204,-34.13209
13.44,-40.66312,-32.08191,-36.91863,-36.90296,-32.30821,-34.12508
13.45,-40.76445,-32.09578,-36.93738,-36.96462,-32.32421,-34.11812
13.46,-40.8657,-32.10955,-36.95613,-37.02611,-32.34003,-34.11122
13.47,-40.96685,-32.12322,-36.97488,-37.08745,-32.35569,-34.10438
13.48,-41.0679,-32.13677,-36.99362,-37.14862,-32.37117,-34.09759
13.49,-41.16886,-32.15023,-37.01236,-37.20963,-32.38649,-34.09086
13.5,-41.26971,-32.16357,-37.0311,-37.27048,-32.40165,-34.08418
13.51,-41.37045,-32.17681,-37.04984,-37.33118,-32.41664,-34.07756
13.52,-41.47109,-32.18995,-37.06858,-37.39171,-32.43147,-34.07099
13.53,-41.57161,-32.20298,-37.08731,-37.45209,-32.44614,-34.06447
13.54,-41.67202,-32.2159,-37.10604,-37.5123,-32.46065,-34.058
13.55,-41.77231,-32.22872,-37.12477,-37.57236,-32.47501,-34.05158
13.56,-41.87248,-32.24144,-37.14349,-37.63227,-32.48921,-34.04521
13.57,-41.97252,-32.25405,-37.16221,-37.69202,-32.50325,-34.03888
13.58,-42.07243,-32.26656,-37.18092,-37.75161,-32.51715,-34.0326
13.59,-42.1722,-32.27896,-37.19963,-37.81105,-32.53089,-34.02637
13.6,-42.27184,-32.29126,-37.21833,-37.87033,-32.54448,-34.02019
13.61,-42.37133,-32.30345,-37.23703,-37.92946,-32.55793,-34.01404
13.62,-42.47068,-32.31555,-37.25572,-37.98844,-32.57123,-34.00794
13.63,-42.56987,-32.32754,-37.2744,-38.04727,-32.58438,-34.00189
13.64,-42.66891,-32.33942,-37.29308,-38.10594,-32.59739,-33.99587
13.65,-42.76778,-32.35121,-37.31175,-38.16446,-32.61026,-33.98989
13.66,-42.86649,-32.36289,-37.33041,-38.22284,-32.62299,-33.98396
13.67,-42.96502,-32.37447,-37.34907,-38.28106,-32.63558,-33.97806
13.68,-43.06338,-32.38595,-37.36771,-38.33914,-32.64803,-33.9722
13.69,-43.16155,-32.39733,-37.38635,-38.39706,-32.66034,-33.96638
13.7,-43.25953,-32.40861,-37.40497,-38.45484,-32.67252,-33.96059
13.71,-43.35731,-32.41979,-37.42359,-38.51247,-32.68457,-33.95484
13.72,-43.45488,-32.43087,-37.4422,-38.56996,-32.69649,-33.94913
13.73,-43.55225,-32.44185,-37.46079,-38.6273,-32.70827,-33.94345
13.74,-43.6494,-32.45273,-37.47937,-38.68449,-32.71993,-33.9378
13.75,-43.74632,-32.46351,-37.49795,-38.74155,-32.73145,-33.93218
13.76,-43.84302,-32.47419,-37.5165,-38.79845,-32.74286,-33.9266
13.77,-43.93947,-32.48478,-37.53505,-38.85522,-32.75413,-33.92105
13.78,-44.03567,-32.49526,-37.55358,-38.91184,-32.76528,-33.91553
13.79,-44.13162,-32.50566,-37.5721,-38.96832,-32.77631,-33.91004
13.8,-44.2273,-32.51595,-37.5906,-39.02466,-32.78722,-33.90458
13.81,-44.32272,-32.52615,-37.60909,-39.08085,-32.79801,-33.89914
13.82,-44.41784,-32.53625,-37.62757,-39.13691,-32.80868,-33.89374
13.83,-44.51268,-32.54625,-37.64602,-39.19283,-32.81924,-33.88836
13.84,-44.60722,-32.55616,-37.66446,-39.24861,-32.82967,-33.88301
13.85,-44.70144,-32.56598,-37.68289,-39.30425,-32.84,-33.87769
13.86,-44.79534,-32.5757,-37.7013,-39.35976,-32.8502,-33.87239
13.87,-44.88892,-32.58532,-37.71969,-39.41513,-32.8603,-33.86712
13.88,-44.98215,-32.59486,-37.73806,-39.47036,-32.87029,-33.86187
13.89,-45.07502,-32.6043,-37.75641,-39.52546,-32.88016,-33.85664
13.9,-45.16754,-32.61365,-37.77475,-39.58042,-32.88993,-33.85144
13.91,-45.25967,-32.6229,-37.79306,-39.63525,-32.89959,-33.84627
13.92,-45.35142,-32.63207,-37.81135,-39.68994,-32.90914,-33.84111
13.93,-45.44277,-32.64114,-37.82963,-39.7445,-32.91859,-33.83598
13.94,-45.53371,-32.65012,-37.84788,-39.79893,-32.92793,-33.83087
13.95,-45.62422,-32.65901,-37.86611,-39.85323,-32.93717,-33.82577
13.96,-45.7143,-32.66781,-37.88432,-39.90739,-32.94631,-33.8207
13.97,-45.80392,-32.67653,-37.90251,-39.96143,-32.95535,-33.81565
13.98,-45.89308,-32.68515,-37.92068,-40.01534,-32.96429,-33.81062
13.99,-45.98176,-32.69368,-37.93882,-40.06911,-32.97313,-33.80561
14,-46.06994,-32.70213,-37.95694,-40.12276,-32.98187,-33.80062
